Overall Qual,Year Built,Total Bsmt SF,Gr Liv Area,Full Bath,TotRms AbvGrd,Garage Cars,Garage Area,Exter Qual_TA,Foundation_PConc,Kitchen Qual_TA
-0.778468906305734,-0.7337802572670931,-0.44270449192197353,-1.3186814311470685,-1.042036077654742,-0.9189087876894635,0.2931711944057672,1.1409032843350218,0.8151656972705087,-0.9191111700769873,-1.01511751839821
-0.778468906305734,-0.33467252819473053,-0.44270449192197353,-1.3186814311470685,-1.042036077654742,-0.9189087876894635,-1.0209558261323641,-0.8353470427375367,0.8151656972705087,-0.9191111700769873,0.9851076174687
1.327518446694307,0.7628737267542663,0.4556431385636396,2.11272509058049,0.7670707253404104,1.6958237812719235,1.6072982149438988,1.2847149278543863,-1.2267444561865009,1.0880076671424166,-1.01511751839821
-0.0764731219723869,-1.0663700314940618,-0.6470904607626157,-0.008584255777658563,0.7670707253404104,0.38845749679123,-1.0209558261323641,-1.0858576475777202,0.8151656972705087,-0.9191111700769873,0.9851076174687
0.6255226623609601,0.862650659022357,0.8905574676082618,-0.14273820653548613,0.7670707253404104,-0.9189087876894635,0.2931711944057672,0.5424612838834724,0.8151656972705087,1.0880076671424166,0.9851076174687
1.327518446694307,0.9956865687131445,1.7294905722681069,0.613973921957885,0.7670707253404104,-0.26522564544911675,1.6072982149438988,1.1177078579609308,-1.2267444561865009,1.0880076671424166,-1.01511751839821
-0.778468906305734,-0.5342263927309118,0.12767495600539988,-0.8156041158052151,-1.042036077654742,-0.9189087876894635,-1.0209558261323641,-0.4178293680038975,0.8151656972705087,-0.9191111700769873,0.9851076174687
-2.8844562593057748,-2.064139354174968,-2.496070504460518,-1.4318738270989855,-1.042036077654742,-1.5725919299298101,-1.0209558261323641,-0.9002942365849916,-1.2267444561865009,-0.9191111700769873,0.9851076174687
0.6255226623609601,-1.9311034444841806,-0.40467919539348196,0.576243123307246,-1.042036077654742,-0.26522564544911675,0.2931711944057672,-0.7147308255922631,0.8151656972705087,-0.9191111700769873,0.9851076174687
1.327518446694307,0.6963557719088727,0.29165904728451975,1.548859266301496,0.7670707253404104,1.0421406390315766,0.2931711944057672,0.6909120126776552,-1.2267444561865009,1.0880076671424166,-1.01511751839821
-0.0764731219723869,0.895909636445054,-0.7635429313811211,-0.046315054428297565,0.7670707253404104,-0.26522564544911675,0.2931711944057672,-0.15804059261407766,0.8151656972705087,1.0880076671424166,0.9851076174687
-1.4804646906390808,-1.7315495799479994,-0.8372169434050735,-0.7652963842710298,-1.042036077654742,-0.26522564544911675,0.2931711944057672,0.250198911569925,0.8151656972705087,-0.9191111700769873,0.9851076174687
-2.182460474972428,-0.5674853701536087,-2.496070504460518,0.5028776814865591,0.7670707253404104,1.0421406390315766,0.2931711944057672,-0.10237156931625911,0.8151656972705087,-0.9191111700769873,0.9851076174687
-0.0764731219723869,1.128722478403932,0.503174759224254,-0.4844115498718282,0.7670707253404104,-0.9189087876894635,0.2931711944057672,0.45431866366192636,-1.2267444561865009,1.0880076671424166,-1.01511751839821
0.6255226623609601,1.0954635009812352,1.3397312828510684,0.2534351792962234,0.7670707253404104,0.38845749679123,1.6072982149438988,1.8738787577562992,-1.2267444561865009,1.0880076671424166,-1.01511751839821
-0.0764731219723869,0.23073008799111636,-0.11711289039676455,-0.40685379708995917,0.7670707253404104,-0.9189087876894635,0.2931711944057672,0.0553573300275601,0.8151656972705087,-0.9191111700769873,-1.01511751839821
2.029514231027654,1.0954635009812352,1.9433828652408718,0.7858586713663516,0.7670707253404104,0.38845749679123,1.6072982149438988,2.8341694096436694,-1.2267444561865009,1.0880076671424166,-1.01511751839821
